model,model_name,n_processes,repeat,execution_time_ms,speedup_factor,parallel_efficiency,scaling_type
ctbn_stiff,CTBN Markov,9,3,36.87466515435113,0.9910867459977644,0.11012074955530715,strong
ctbn_stiff,CTBN Markov,9,4,35.98210546705458,1.0156713016986936,0.11285236685541039,strong
ctbn_stiff,CTBN Markov,10,0,35.92331409454346,1.0173335288999446,0.10173335288999445,strong
ctbn_stiff,CTBN Markov,10,1,36.39330863952637,1.0041953662297913,0.10041953662297913,strong
ctbn_stiff,CTBN Markov,10,2,36.415696144104004,1.0035780107831358,0.10035780107831357,strong
ctbn_stiff,CTBN Markov,10,3,36.06369495391846,1.0133734755764994,0.10133734755764993,strong
ctbn_stiff,CTBN Markov,10,4,36.629295349121094,0.9977257697494832,0.09977257697494832,strong
ctbn_stiff,CTBN Markov,11,0,35.7513427734375,1.0222271126760563,0.09292973751600511,strong
ctbn_stiff,CTBN Markov,11,1,35.991083491932265,1.0154179411068613,0.09231072191880557,strong
ctbn_stiff,CTBN Markov,11,2,35.83546118302779,1.019827586728303,0.0927115987934821,strong
ctbn_stiff,CTBN Markov,11,3,36.270445043390446,1.0075970078079528,0.09159972798254117,strong
ctbn_stiff,CTBN Markov,11,4,36.269621415571734,1.0076198888001797,0.09160180807274361,strong
ctbn_stiff,CTBN Markov,12,0,36.67767842610677,0.9964096274853091,0.08303413562377576,strong
ctbn_stiff,CTBN Markov,12,1,36.25150521596273,1.008123433216522,0.08401028610137684,strong
ctbn_stiff,CTBN Markov,12,2,35.70691744486491,1.0234989327772053,0.08529157773143377,strong
ctbn_stiff,CTBN Markov,12,3,35.71732838948568,1.0232006016536574,0.08526671680447145,strong
ctbn_stiff,CTBN Markov,12,4,36.5147590637207,1.000855348211604,0.08340461235096701,strong
